username,audiofile,segment_index,start_time_sec,end_time_sec,embedding_x,embedding_y
agrainof,test2.wav,85.0,42.5,43.0,8.920586,14.339172
agrainof,test2.wav,86.0,43.0,43.5,9.33557,14.900087
agrainof,test2.wav,87.0,43.5,44.0,9.057182,12.894748
agrainof,test2.wav,88.0,44.0,44.5,8.546952,15.38485
agrainof,test2.wav,89.0,44.5,45.0,9.065117,14.689079
agrainof,test2.wav,90.0,45.0,45.5,9.228119,14.285927
agrainof,test2.wav,91.0,45.5,46.0,8.792121,12.792623
agrainof,test2.wav,92.0,46.0,46.5,8.285264,14.92049
agrainof,test2.wav,93.0,46.5,47.0,8.5374365,13.557253
agrainof,test2.wav,94.0,47.0,47.5,9.153406,14.8132925
agrainof,test2.wav,95.0,47.5,48.0,8.767587,14.154983
agrainof,test3.wav,0.0,0.0,0.5,16.154133,6.862094
agrainof,test3.wav,1.0,0.5,1.0,16.145428,6.9918675
agrainof,test3.wav,2.0,1.0,1.5,16.111322,6.9141045
agrainof,test3.wav,3.0,1.5,2.0,15.639026,7.702991
agrainof,test3.wav,4.0,2.0,2.5,15.640062,7.7734485
agrainof,test3.wav,5.0,2.5,3.0,15.800983,7.5663414
agrainof,test3.wav,6.0,3.0,3.5,15.881436,7.2271237
agrainof,test3.wav,7.0,3.5,4.0,15.468959,8.006766
agrainof,test3.wav,8.0,4.0,4.5,15.414915,8.177708
agrainof,test3.wav,9.0,4.5,5.0,15.085832,9.369685
agrainof,test3.wav,10.0,5.0,5.5,14.918144,9.707663
agrainof,test3.wav,11.0,5.5,6.0,15.004995,9.639042
agrainof,test3.wav,12.0,6.0,6.5,14.904036,9.664024
agrainof,test3.wav,13.0,6.5,7.0,15.072309,9.68083
agrainof,test3.wav,14.0,7.0,7.5,15.011471,9.628561
agrainof,test3.wav,15.0,7.5,8.0,15.098718,9.264808
agrainof,test3.wav,16.0,8.0,8.5,15.015739,9.693521
agrainof,test3.wav,17.0,8.5,9.0,15.842563,7.456676
agrainof,test3.wav,18.0,9.0,9.5,15.640421,7.4057455
agrainof,test3.wav,19.0,9.5,10.0,15.68292,7.610259
agrainof,test3.wav,20.0,10.0,10.5,15.960692,7.1420054
agrainof,test3.wav,21.0,10.5,11.0,15.708662,7.6388273
agrainof,test3.wav,22.0,11.0,11.5,15.678016,7.6916227
agrainof,test3.wav,23.0,11.5,12.0,16.008644,7.0546193
agrainof,test3.wav,24.0,12.0,12.5,15.793073,7.369433
agrainof,test3.wav,25.0,12.5,13.0,15.733537,7.322418
agrainof,test3.wav,26.0,13.0,13.5,16.031157,6.68836
agrainof,test3.wav,27.0,13.5,14.0,15.937455,6.9265656
agrainof,test4.wav,0.0,0.0,0.5,-3.359612,8.885812
agrainof,test4.wav,1.0,0.5,1.0,-4.1340146,7.0913587
agrainof,test4.wav,2.0,1.0,1.5,-4.4502254,6.8195057
agrainof,test4.wav,3.0,1.5,2.0,-4.3237147,6.8019133
agrainof,test4.wav,4.0,2.0,2.5,-4.001482,7.1361694
agrainof,test4.wav,5.0,2.5,3.0,-3.5067573,7.2500367
agrainof,test4.wav,6.0,3.0,3.5,-4.3574643,7.236401
agrainof,test4.wav,7.0,3.5,4.0,-3.3186312,8.093014
agrainof,test4.wav,8.0,4.0,4.5,-4.4213758,7.1354876
agrainof,test4.wav,9.0,4.5,5.0,-4.175558,7.681624
agrainof,test4.wav,10.0,5.0,5.5,-4.5037074,6.730586
agrainof,test4.wav,11.0,5.5,6.0,-4.3137674,7.0416436
agrainof,test4.wav,12.0,6.0,6.5,-4.4919496,6.7942724
agrainof,test4.wav,13.0,6.5,7.0,-3.7835896,8.258509
agrainof,test4.wav,14.0,7.0,7.5,-3.790972,7.600686
agrainof,test4.wav,15.0,7.5,8.0,-3.7892041,7.7017117
agrainof,test4.wav,16.0,8.0,8.5,-3.123303,8.549404
agrainof,test4.wav,17.0,8.5,9.0,-2.718323,9.309635
agrainof,test4.wav,18.0,9.0,9.5,-4.3062377,7.253798
agrainof,test4.wav,19.0,9.5,10.0,-4.452978,7.3148537
agrainof,test4.wav,20.0,10.0,10.5,-2.6434116,9.173008
agrainof,test4.wav,21.0,10.5,11.0,-2.5978272,9.295293
agrainof,test4.wav,22.0,11.0,11.5,-3.5181103,8.873664
agrainof,test4.wav,23.0,11.5,12.0,-2.5730233,9.561331
agrainof,test4.wav,24.0,12.0,12.5,-2.6731026,9.102596
agrainof,test4.wav,25.0,12.5,13.0,-2.5700855,9.509987
agrainof,test4.wav,26.0,13.0,13.5,-3.6435099,7.930314
agrainof,test4.wav,27.0,13.5,14.0,-2.938842,8.646781
agrainof,test4.wav,28.0,14.0,14.5,-2.7122056,9.043334
agrainof,test4.wav,29.0,14.5,15.0,-2.9588935,8.362869
agrainof,test4.wav,30.0,15.0,15.5,-2.5539596,9.785077
agrainof,test4.wav,31.0,15.5,16.0,-4.458673,7.3937435
agrainof,test4.wav,32.0,16.0,16.5,-3.5258489,8.070524
agrainof,test4.wav,33.0,16.5,17.0,-4.0679646,7.6912727
agrainof,test4.wav,34.0,17.0,17.5,-4.0158334,7.0323644
agrainof,test4.wav,35.0,17.5,18.0,-3.5026412,7.314245
agrainof,test4.wav,36.0,18.0,18.5,-4.402742,7.3909144
agrainof,test4.wav,37.0,18.5,19.0,-3.7419484,7.6802654
agrainof,test4.wav,38.0,19.0,19.5,-3.4053414,7.6822577
agrainof,test4.wav,39.0,19.5,20.0,-4.0242763,7.169153
agrainof,test4.wav,40.0,20.0,20.5,-3.5470462,7.212927
agrainof,test4.wav,41.0,20.5,21.0,-3.595048,7.231135
agrainof,test4.wav,42.0,21.0,21.5,-3.994635,8.121843
agrainof,test4.wav,43.0,21.5,22.0,-3.452486,7.2724814
agrainof,test4.wav,44.0,22.0,22.5,-3.7936013,7.330309
agrainof,test4.wav,45.0,22.5,23.0,-3.460436,7.463904
agrainof,test4.wav,46.0,23.0,23.5,-3.19701,8.604414
agrainof,test4.wav,47.0,23.5,24.0,-3.8472116,8.019422
agrainof,test4.wav,48.0,24.0,24.5,-3.6304586,8.543846
agrainof,test4.wav,49.0,24.5,25.0,-2.918868,9.016753
agrainof,test4.wav,50.0,25.0,25.5,-4.093488,7.3908477
agrainof,test4.wav,51.0,25.5,26.0,-2.9512267,8.366257
agrainof,test4.wav,52.0,26.0,26.5,-4.29712,7.8184633
agrainof,test4.wav,53.0,26.5,27.0,-4.2848506,7.673745
agrainof,test4.wav,54.0,27.0,27.5,-2.7166939,8.966474
agrainof,test4.wav,55.0,27.5,28.0,-4.397751,6.8582535
agrainof,test4.wav,56.0,28.0,28.5,-3.3273146,8.660843
agrainof,test4.wav,57.0,28.5,29.0,-2.9248004,8.895264
agrainof,test4.wav,58.0,29.0,29.5,-3.5733886,8.403552
agrainof,test4.wav,59.0,29.5,30.0,-3.060887,8.51391
agrainof,test4.wav,60.0,30.0,30.5,-2.8826654,9.218557
agrainof,test4.wav,61.0,30.5,31.0,-3.529152,8.629664
agrainof,test4.wav,62.0,31.0,31.5,-4.1464934,7.8826756
agrainof,test4.wav,63.0,31.5,32.0,-3.020879,8.96065
agrainof,test4.wav,64.0,32.0,32.5,-2.8480601,9.485105
agrainof,test4.wav,65.0,32.5,33.0,-3.197745,8.166699
agrainof,test4.wav,66.0,33.0,33.5,-3.2006624,8.701576
agrainof,test4.wav,67.0,33.5,34.0,-2.7300236,9.311668
agrainof,test4.wav,68.0,34.0,34.5,-2.7454007,8.741218
agrainof,test4.wav,69.0,34.5,35.0,-2.6079063,9.652779
agrainof,test4.wav,70.0,35.0,35.5,-3.6445115,8.747576
agrainof,test4.wav,71.0,35.5,36.0,-2.5317287,9.711686
agrainof,test4.wav,72.0,36.0,36.5,-2.6562786,9.8712015
agrainof,test4.wav,73.0,36.5,37.0,-2.9256213,9.603982
agrainof,test4.wav,74.0,37.0,37.5,-2.8221457,9.739063
agrainof,test4.wav,75.0,37.5,38.0,-2.4864175,9.696535
agrainof,test4.wav,76.0,38.0,38.5,-2.6758044,9.391643
agrainof,test4.wav,77.0,38.5,39.0,-3.7257252,8.504492
agrainof,test4.wav,78.0,39.0,39.5,-3.34489,9.071328
agrainof,test4.wav,79.0,39.5,40.0,-2.989694,9.642387
admin,2024-07-28-16-46-00.wav,0.0,0.0,0.5,16.359228,3.9045558
admin,2024-07-28-16-46-00.wav,1.0,0.5,1.0,10.381752,12.154711
admin,2024-07-28-16-46-00.wav,2.0,1.0,1.5,10.463545,12.251759
admin,2024-07-28-16-46-00.wav,3.0,1.5,2.0,10.538939,12.277177
admin,2024-07-28-16-46-00.wav,4.0,2.0,2.5,10.476929,12.263948
admin,2024-07-28-16-46-00.wav,5.0,2.5,3.0,10.3305,12.195581
admin,2024-07-28-16-46-00.wav,6.0,3.0,3.5,10.6670885,12.204225
admin,2024-07-28-16-46-00.wav,7.0,3.5,4.0,10.725528,12.188225
admin,2024-07-28-16-46-00.wav,8.0,4.0,4.5,10.571584,12.299194
admin,2024-07-28-16-46-00.wav,9.0,4.5,5.0,10.966391,12.086074
admin,2024-07-28-16-46-00.wav,10.0,5.0,5.5,16.457623,4.33721
admin,2024-07-28-16-46-00.wav,11.0,5.5,6.0,14.760761,2.5570846
admin,2024-07-28-16-46-00.wav,12.0,6.0,6.5,16.302664,4.341354
admin,2024-07-28-16-46-00.wav,13.0,6.5,7.0,15.972396,5.4744616
admin,2024-07-28-16-46-00.wav,14.0,7.0,7.5,16.28129,4.106819
admin,2024-07-28-16-46-00.wav,15.0,7.5,8.0,16.385826,4.2787337
admin,2024-07-28-16-46-00.wav,16.0,8.0,8.5,15.818926,5.7387657
admin,2024-07-28-16-46-00.wav,17.0,8.5,9.0,16.00455,4.4504895
admin,2024-07-28-16-46-00.wav,18.0,9.0,9.5,16.285563,4.2279277
admin,2024-07-28-16-46-00.wav,19.0,9.5,10.0,16.23646,4.8771677
admin,2024-07-28-16-46-00.wav,20.0,10.0,10.5,16.032412,5.415753
admin,2024-07-28-16-46-00.wav,21.0,10.5,11.0,16.323856,4.894679
admin,2024-07-28-16-46-00.wav,22.0,11.0,11.5,15.812474,6.281844
admin,2024-07-28-16-46-00.wav,23.0,11.5,12.0,15.611628,7.173162
admin,2024-07-28-16-46-00.wav,24.0,12.0,12.5,16.177544,5.3751764
admin,2024-07-28-16-46-00.wav,25.0,12.5,13.0,10.551792,12.314096
admin,2024-07-28-16-46-00.wav,26.0,13.0,13.5,16.27467,5.2886577
admin,2024-07-28-16-46-00.wav,27.0,13.5,14.0,16.164097,5.6491885
admin,2024-07-28-16-46-00.wav,28.0,14.0,14.5,10.473591,12.199587
admin,2024-07-28-16-46-00.wav,29.0,14.5,15.0,16.020416,5.4553266
admin,2024-07-28-16-46-00.wav,30.0,15.0,15.5,16.443754,4.289595
admin,2024-07-28-16-46-00.wav,31.0,15.5,16.0,14.481684,2.4652162
admin,2024-09-09-17-13-32.wav,0.0,0.0,0.5,15.712369,4.124139
admin,2024-09-09-17-13-32.wav,1.0,0.5,1.0,15.627092,7.747639
admin,2024-09-09-17-13-32.wav,2.0,1.0,1.5,16.218676,6.9114413
admin,2024-09-09-17-13-32.wav,3.0,1.5,2.0,14.9883375,3.5332294
admin,2024-09-09-17-13-32.wav,4.0,2.0,2.5,15.0464735,2.0990853
admin,2024-09-09-17-13-32.wav,5.0,2.5,3.0,15.726868,5.6981683
admin,2024-09-09-17-13-32.wav,6.0,3.0,3.5,14.584452,3.033574
admin,2024-09-09-17-13-32.wav,7.0,3.5,4.0,15.267241,8.48905
admin,2024-09-09-17-13-32.wav,8.0,4.0,4.5,14.768819,3.3633194
admin,2024-09-09-17-13-32.wav,9.0,4.5,5.0,15.602062,4.2935553
admin,2024-09-09-17-13-32.wav,10.0,5.0,5.5,4.1048884,6.570139
admin,2024-09-10-15-28-47.wav,0.0,0.0,0.5,4.104945,6.5696487
admin,2024-09-10-15-28-47.wav,1.0,0.5,1.0,4.0691667,6.6058054
admin,2024-09-10-15-28-47.wav,2.0,1.0,1.5,4.036651,6.638352
admin,2024-09-10-15-28-47.wav,3.0,1.5,2.0,4.0693145,6.6051965
admin,2024-09-10-15-28-47.wav,4.0,2.0,2.5,4.0585036,6.6163745
admin,2024-09-10-15-28-47.wav,5.0,2.5,3.0,4.1171746,6.557454
admin,2024-09-10-15-28-47.wav,6.0,3.0,3.5,14.920285,1.9021775
admin,2024-09-10-15-28-47.wav,7.0,3.5,4.0,15.910879,2.47297
admin,2024-09-10-15-28-47.wav,8.0,4.0,4.5,4.130967,6.5434422
admin,2024-09-10-15-28-47.wav,9.0,4.5,5.0,16.171492,2.903642
admin,2024-09-10-15-28-47.wav,10.0,5.0,5.5,15.086952,3.8991156
admin,2024-09-10-15-28-47.wav,11.0,5.5,6.0,15.012818,3.799152
admin,2024-09-10-15-28-47.wav,12.0,6.0,6.5,14.549192,2.9373322
admin,2024-09-10-15-28-47.wav,13.0,6.5,7.0,14.982065,3.749043
admin,2024-09-10-15-28-47.wav,14.0,7.0,7.5,15.728047,4.538161
admin,2024-09-10-15-28-47.wav,15.0,7.5,8.0,14.66779,3.0796733
admin,2024-09-10-15-28-47.wav,16.0,8.0,8.5,14.704979,3.300509
admin,2024-09-10-15-28-47.wav,17.0,8.5,9.0,14.682224,2.607564
atunnel@163.com,2024-09-23-12-20-54.wav,0.0,0.0,0.5,15.27292,2.558815
atunnel@163.com,2024-09-23-12-20-54.wav,1.0,0.5,1.0,14.922684,2.3911617
atunnel@163.com,2024-09-23-12-20-54.wav,2.0,1.0,1.5,16.155975,4.436058
atunnel@163.com,2024-09-23-12-20-54.wav,3.0,1.5,2.0,15.173665,2.6252582
atunnel@163.com,2024-09-23-12-20-54.wav,4.0,2.0,2.5,15.12408,2.513561
atunnel@163.com,2024-09-23-12-20-54.wav,5.0,2.5,3.0,14.802253,2.3181267
atunnel@163.com,2024-09-23-12-20-54.wav,6.0,3.0,3.5,14.840581,2.249609
atunnel@163.com,2024-09-23-12-20-54.wav,7.0,3.5,4.0,15.282945,2.61112
atunnel@163.com,2024-09-23-12-20-54.wav,8.0,4.0,4.5,14.957296,2.4485092
atunnel@163.com,2024-09-23-12-20-54.wav,9.0,4.5,5.0,15.259786,2.5566807
atunnel@163.com,2024-09-23-12-20-54.wav,10.0,5.0,5.5,14.579832,2.2659678
atunnel@163.com,2024-09-23-13-55-57.wav,0.0,0.0,0.5,14.576862,2.041015
atunnel@163.com,2024-09-23-13-55-57.wav,1.0,0.5,1.0,13.305874,0.43557653
atunnel@163.com,2024-09-23-13-55-57.wav,2.0,1.0,1.5,15.684767,2.2908063
atunnel@163.com,2024-09-23-13-55-57.wav,3.0,1.5,2.0,15.584781,7.73039
atunnel@163.com,2024-09-23-13-55-57.wav,4.0,2.0,2.5,13.282947,0.42556447
atunnel@163.com,2024-09-23-13-55-57.wav,5.0,2.5,3.0,15.132574,1.9157441
atunnel@163.com,2024-09-23-13-55-57.wav,6.0,3.0,3.5,13.276547,0.40613663
atunnel@163.com,2024-09-23-13-55-57.wav,7.0,3.5,4.0,15.441683,2.0852294
atunnel@163.com,2024-09-23-13-55-57.wav,8.0,4.0,4.5,13.321912,0.45096886
atunnel@163.com,2024-09-23-13-55-57.wav,9.0,4.5,5.0,15.744598,2.3005588
atunnel@163.com,2024-09-23-13-55-57.wav,10.0,5.0,5.5,13.280736,0.41263124
atunnel@163.com,2024-09-23-13-55-57.wav,11.0,5.5,6.0,13.345267,0.4749757
atunnel@163.com,2024-09-23-14-20-29.wav,0.0,0.0,0.5,15.887128,4.108179
atunnel@163.com,2024-09-23-14-20-29.wav,1.0,0.5,1.0,16.032122,4.3327856
atunnel@163.com,2024-09-23-14-20-29.wav,2.0,1.0,1.5,16.016808,4.264048
atunnel@163.com,2024-09-23-14-20-29.wav,3.0,1.5,2.0,15.857471,6.601331
atunnel@163.com,2024-09-23-14-20-29.wav,4.0,2.0,2.5,14.972464,8.367155
atunnel@163.com,2024-09-23-14-20-29.wav,5.0,2.5,3.0,9.591286,12.672387
atunnel@163.com,2024-09-23-14-20-29.wav,6.0,3.0,3.5,15.113094,7.575713
atunnel@163.com,2024-09-23-14-20-29.wav,7.0,3.5,4.0,16.389523,3.8654764
atunnel@163.com,2024-09-23-14-20-29.wav,8.0,4.0,4.5,15.00002,7.4181542
atunnel@163.com,2024-09-23-14-20-29.wav,9.0,4.5,5.0,9.579067,12.47163
atunnel@163.com,2024-09-23-14-20-29.wav,10.0,5.0,5.5,14.802718,1.8283575
atunnel@163.com,2024-09-23-14-20-29.wav,11.0,5.5,6.0,16.216316,6.966652
atunnel@163.com,2024-09-23-16-07-48.wav,0.0,0.0,0.5,15.834047,2.8921583
atunnel@163.com,2024-09-23-16-07-48.wav,1.0,0.5,1.0,15.050857,9.17423
atunnel@163.com,2024-09-23-16-07-48.wav,2.0,1.0,1.5,14.904249,9.525404
atunnel@163.com,2024-09-23-16-07-48.wav,3.0,1.5,2.0,14.892828,9.544779
atunnel@163.com,2024-09-23-16-07-48.wav,4.0,2.0,2.5,14.941597,9.486581
atunnel@163.com,2024-09-23-16-07-48.wav,5.0,2.5,3.0,16.35989,3.3214693
atunnel@163.com,2024-09-23-16-07-48.wav,6.0,3.0,3.5,16.2458,6.888659
atunnel@163.com,2024-09-23-16-07-48.wav,7.0,3.5,4.0,16.218407,3.1483185
atunnel@163.com,2024-09-23-16-07-48.wav,8.0,4.0,4.5,16.316132,3.2314227
atunnel@163.com,2024-09-23-16-07-48.wav,9.0,4.5,5.0,16.21876,3.149911
atunnel@163.com,2024-09-23-16-07-48.wav,10.0,5.0,5.5,16.292223,3.2121649
atunnel@163.com,2024-09-23-16-23-51.wav,0.0,0.0,0.5,14.602362,2.3799603
atunnel@163.com,2024-09-23-16-23-51.wav,1.0,0.5,1.0,15.143451,8.579962
atunnel@163.com,2024-09-23-16-23-51.wav,2.0,1.0,1.5,15.527946,2.6838331
atunnel@163.com,2024-09-23-16-23-51.wav,3.0,1.5,2.0,15.2864895,2.4425867
atunnel@163.com,2024-09-23-16-23-51.wav,4.0,2.0,2.5,15.236313,2.3080142
atunnel@163.com,2024-09-23-16-23-51.wav,5.0,2.5,3.0,16.192875,4.7968745
atunnel@163.com,2024-09-23-16-23-51.wav,6.0,3.0,3.5,15.774246,4.8010235
atunnel@163.com,2024-09-23-16-23-51.wav,7.0,3.5,4.0,14.865328,2.3599737
atunnel@163.com,2024-09-23-16-23-51.wav,8.0,4.0,4.5,14.79231,3.542508
atunnel@163.com,2024-09-23-16-23-51.wav,9.0,4.5,5.0,16.051943,4.3533983
atunnel@163.com,2024-09-23-16-23-51.wav,10.0,5.0,5.5,9.460806,12.530249
atunnel@163.com,2024-09-23-16-23-51.wav,11.0,5.5,6.0,9.349427,12.5712
